1222,"J01CE08",1158,3600,"mg",\N,"",\N,0,"cdatc_1222","http://www.cbip.be/fr/contents/jump?amppid=23176","dci_1158"
1223,"H03BA03",1159,0,"",\N,"",\N,0,"cdatc_1223","","dci_1159"
2830,"A10BX01",116,0,"",\N,"",\N,0,"cdatc_2830","","dci_116"
1224,"N/A",1160,0,"",\N,"",\N,0,"cdatc_1224","","dci_1160"
1225,"C08EA02",1161,0,"",\N,"",\N,0,"cdatc_1225","","dci_1161"
1226,"20 G 248",1162,0,"",\N,"",\N,0,"cdatc_1226","","dci_1162"
1227,"NULL",1162,\N,\N,\N,\N,\N,0,"cdatc_1227",\N,"dci_1162"
1228,"D05BA03",1163,0,"",\N,"",\N,0,"cdatc_1228","","dci_1163"
1229,"N/A",1164,0,"",\N,"",\N,0,"cdatc_1229","","dci_1164"
1230,"N/A",1165,0,"",\N,"",\N,0,"cdatc_1230","","dci_1165"
1231,"",1166,\N,\N,\N,\N,\N,0,"cdatc_1231",\N,"dci_1166"
1232,"NULL",1167,\N,\N,\N,\N,\N,0,"cdatc_1232",\N,"dci_1167"
1233,"C07",1168,0,"",\N,"",\N,0,"cdatc_1233","","dci_1168"
1234,"C07A",1168,0,"",\N,"",\N,0,"cdatc_1234","","dci_1168"
1235,"S01ED",1168,0,"",\N,"",\N,0,"cdatc_1235","","dci_1168"
1236,"C07A",1169,0,"",\N,"",\N,0,"cdatc_1236","","dci_1169"
2831,"H01CA01",117,0,"",\N,"",\N,0,"cdatc_2831","","dci_117"
2832,"V04CM01",117,0,"",\N,"",\N,0,"cdatc_2832","","dci_117"
1237,"",1170,\N,\N,\N,\N,\N,0,"cdatc_1237",\N,"dci_1170"
1238,"",1171,\N,\N,\N,\N,\N,0,"cdatc_1238",\N,"dci_1171"
1239,"",1172,\N,\N,\N,\N,\N,0,"cdatc_1239",\N,"dci_1172"
1240,"C07C",1173,0,"",\N,"",\N,0,"cdatc_1240","","dci_1173"
1241,"C07FB",1174,0,"",\N,"",\N,0,"cdatc_1241","","dci_1174"
1242,"C07B",1175,0,"",\N,"",\N,0,"cdatc_1242","","dci_1175"
1243,"C07E",1176,0,"",\N,"",\N,0,"cdatc_1243","","dci_1176"
1244,"",1177,\N,\N,\N,\N,\N,0,"cdatc_1244",\N,"dci_1177"
1245,"C07AA",1178,0,"",\N,"",\N,0,"cdatc_1245","","dci_1178"
1246,"C07CA",1179,0,"",\N,"",\N,0,"cdatc_1246","","dci_1179"
2833,"G03GA01",118,250,"U",\N,"",\N,0,"cdatc_2833","http://www.cbip.be/fr/contents/jump?amppid=5892","dci_118"
1247,"C07BA",1180,0,"",\N,"",\N,0,"cdatc_1247","","dci_1180"
1248,"C07DA",1181,0,"",\N,"",\N,0,"cdatc_1248","","dci_1181"
1249,"C07AB",1182,0,"",\N,"",\N,0,"cdatc_1249","","dci_1182"
1250,"C07CB",1183,0,"",\N,"",\N,0,"cdatc_1250","","dci_1183"
1251,"C07BB",1184,0,"",\N,"",\N,0,"cdatc_1251","","dci_1184"
1252,"C07DB",1185,0,"",\N,"",\N,0,"cdatc_1252","","dci_1185"
1253,"C07F",1186,0,"",\N,"",\N,0,"cdatc_1253","","dci_1186"
1254,"C07FX",1186,0,"",\N,"",\N,0,"cdatc_1254","","dci_1186"
1255,"C07D",1187,0,"",\N,"",\N,0,"cdatc_1255","","dci_1187"
1256,"N07CA01",1188,24,"mg",\N,"",\N,0,"cdatc_1256","http://www.cbip.be/fr/contents/jump?amppid=108811","dci_1188"
1257,"18 C 024",1189,0,"",\N,"",\N,0,"cdatc_1257","","dci_1189"
2834,"G03GA08",119,0.25,"mg",\N,"",\N,0,"cdatc_2834","http://www.cbip.be/fr/contents/jump?amppid=75184","dci_119"
1258,"A16AA06",1190,6000,"mg",\N,"",\N,0,"cdatc_1258","http://www.cbip.be/fr/contents/jump?amppid=56440","dci_1190"
1259,"A16AA06",1191,6000,"mg",\N,"",\N,0,"cdatc_1259","http://www.cbip.be/fr/contents/jump?amppid=56440","dci_1191"
1260,"J01C",1192,0,"",\N,"",\N,0,"cdatc_1260","","dci_1192"
1261,"A07EA04",1193,0,"",\N,"",\N,0,"cdatc_1261","","dci_1193"
1262,"D07AC01",1193,5,"ml",\N,"",\N,0,"cdatc_1262","http://www.cbip.be/fr/contents/jump?amppid=1248","dci_1193"
1263,"D07XC01",1193,5,"g",\N,"",\N,0,"cdatc_1263","http://www.cbip.be/fr/contents/jump?amppid=11320","dci_1193"
1264,"H02AB01",1193,0.4,"mg",\N,"",\N,0,"cdatc_1264","http://www.cbip.be/fr/contents/jump?amppid=4788","dci_1193"
1265,"H02BX10",1193,0,"",\N,"",\N,0,"cdatc_1265","","dci_1193"
1266,"D07XC01",1194,5,"g",\N,"",\N,0,"cdatc_1266","http://www.cbip.be/fr/contents/jump?amppid=11320","dci_1194"
1267,"NULL",1194,\N,\N,\N,\N,\N,0,"cdatc_1267",\N,"dci_1194"
1268,"D07CC01",1195,5,"g",\N,"",\N,0,"cdatc_1268","http://www.cbip.be/fr/contents/jump?amppid=73130","dci_1195"
1269,"S03CA06",1196,0,"",\N,"",\N,0,"cdatc_1269","","dci_1196"
1270,"S01CA05",1197,0,"",\N,"",\N,0,"cdatc_1270","","dci_1197"
1271,"D07BC01",1198,0,"",\N,"",\N,0,"cdatc_1271","","dci_1198"
1272,"C07AB05",1199,0,"",\N,"",\N,0,"cdatc_1272","","dci_1199"
1273,"S01ED02",1199,0.2,"ml",\N,"",\N,0,"cdatc_1273","http://www.cbip.be/fr/contents/jump?amppid=34","dci_1199"
275,"A10BX13",12,0,"",\N,"",\N,0,"cdatc_275","","dci_12"
2835,"NULL",120,\N,\N,\N,\N,\N,0,"cdatc_2835",\N,"dci_120"
1274,"17 C 006",1200,0,"",\N,"",\N,0,"cdatc_1274","","dci_1200"
1275,"N07AB02",1201,45,"mg",\N,"",\N,0,"cdatc_1275","http://www.cbip.be/fr/contents/jump?amppid=30932","dci_1201"
